City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
689,Coari,BR,81.68,overcast clouds,-4.085,-63.1414,Dellrey Hotel Center
690,Nakamura,JP,60.64,clear sky,32.9833,132.9333,Hotel Crown Hills Nakamura
691,Phangnga,TH,80.64,broken clouds,8.4509,98.5298,Sunimit Mansion
692,Kaeo,NZ,55.33,scattered clouds,-35.1,173.7833,Bushido Lodge
693,Maniitsoq,GL,41.74,clear sky,65.4167,-52.9,Hotel Heilmann Lyberth
695,Dubai,AE,85.21,clear sky,25.2582,55.3047,"Radisson Blu Hotel, Dubai Deira Creek"
697,Boden,SE,53.6,moderate rain,65.8252,21.6886,Quality Hotel Bodensia
699,Royan,FR,70.83,clear sky,45.6285,-1.0281,CERISE Royan - Le Grand Hôtel de la Plage
700,Vada,NL,63.34,overcast clouds,51.97,5.6667,Fletcher Hotel-Restaurant De Wageningsche Berg
702,Sitka,US,64.56,overcast clouds,57.0531,-135.33,Westmark Sitka
703,Simao,CN,63.64,overcast clouds,22.7886,100.9748,Changyu Hotel
704,Spruce Grove,CA,68.97,clear sky,53.5334,-113.9187,Travelodge by Wyndham Stony Plain
705,Honningsvag,NO,55.15,few clouds,70.9821,25.9704,Nordkapp Vandrerhjem
706,Vizinga,RU,58.87,scattered clouds,61.0749,50.1031,"Gostinitsa ""Nadezhda"""
707,Zemio,CF,72.41,light rain,5.0314,25.1361,OCHA Office
708,Mountrath,IE,54.45,overcast clouds,52.9989,-7.4728,Conlan House
709,Bandikui,IN,97.75,broken clouds,27.05,76.5667,Mudgal's Paradise (Ravi Mudgal)
710,Bud,US,76.98,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
712,Tete,MZ,67.15,few clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
713,Aksaray,TR,71.58,clear sky,38.3726,34.0254,Kuzucular Park Hotel
714,Yambio,SS,68.59,broken clouds,4.5721,28.3955,Naivasha Hotel
715,Mingaora,PK,71.78,clear sky,34.7758,72.3625,Burj Al Swat
716,Muniz Freire,BR,78.85,clear sky,-20.4642,-41.4131,Hotel Almeida
